fid,rid,time,lat,lng,_count,_sum,_mean,_median,_stdev,_min,_max
"1709","1708",11:41:05.000,49.503531733000003,5.936533550000000,376.000000000000000,1241.841156005859375,3.302769031930477,3.136245727539062,1.456782460890143,1.004150390625000,6.800292968750000
"1710","1709",11:41:06.000,49.503520266999999,5.936528633300000,359.000000000000000,1188.123413085937500,3.309535969598712,3.091796875000000,1.467366685031551,1.004150390625000,6.800292968750000
"1711","1710",11:41:07.000,49.503509567000002,5.936523333300000,348.000000000000000,1151.957122802734375,3.310221617249237,3.079803466796875,1.480996831314890,1.004150390625000,6.800292968750000
"1712","1711",11:41:08.000,49.503496667000000,5.936516833300000,333.000000000000000,1112.679473876953125,3.341379801432292,3.136230468750000,1.500443983515480,1.004150390625000,6.800292968750000
"1713","1712",11:41:09.000,49.503481432999997,5.936512150000000,317.000000000000000,1075.548309326171875,3.392896874845968,3.199249267578125,1.498781471935432,1.004150390625000,6.800292968750000
"1714","1713",11:41:10.000,49.503467532999998,5.936507833300000,300.000000000000000,1039.246093750000000,3.464153645833334,3.267227172851562,1.500947490251279,1.004150390625000,6.800292968750000
"1715","1714",11:41:11.000,49.503453632999999,5.936502466700000,285.000000000000000,993.578735351562500,3.486241176672149,3.339233398437500,1.520877322841453,1.004150390625000,6.800292968750000
"1716","1715",11:41:12.000,49.503439299999997,5.936494833300000,268.000000000000000,948.710632324218750,3.539965045985891,3.434814453125000,1.547366978890668,1.004150390625000,6.800292968750000
"1717","1716",11:41:13.000,49.503423732999998,5.936488366700000,247.000000000000000,881.822937011718750,3.570133348225582,3.499420166015625,1.573865228228572,1.004150390625000,6.800292968750000
"1718","1717",11:41:14.000,49.503408999999998,5.936481933300000,217.000000000000000,760.993011474609375,3.506880237210181,3.414764404296875,1.551518347701924,1.004150390625000,6.778106689453126
"1719","1718",11:41:15.000,49.503395150000003,5.936475266700000,184.000000000000000,623.299591064453125,3.387497777524202,3.257919311523438,1.541200988753755,1.004150390625000,6.561309814453126
"1720","1719",11:41:16.000,49.503382483000003,5.936469333300000,160.000000000000000,525.066833496093750,3.281667709350586,3.128753662109375,1.572825848473705,1.004150390625000,6.561309814453126
"1721","1720",11:41:17.000,49.503369683000003,5.936464616700000,139.000000000000000,445.358306884765625,3.204016596293278,2.955749511718750,1.620679154827655,1.004150390625000,6.561309814453126
"1722","1721",11:41:18.000,49.503355982999999,5.936459316700000,120.000000000000000,366.731201171875000,3.056093343098958,2.722381591796875,1.634367057772587,1.002227783203125,6.561309814453126
"1723","1722",11:41:19.000,49.503340150000000,5.936453766700000,101.000000000000000,283.700653076171875,2.808917357189820,2.221343994140625,1.582016433386477,1.002227783203125,6.561309814453126
"1724","1723",11:41:20.000,49.503324016999997,5.936445833300000,85.000000000000000,207.064605712890625,2.436054184857537,1.793762207031250,1.446067175787665,1.002227783203125,6.712707519531250
