svid,llid,satsys,satnum,elev,azim,SNR
926,0,GPS,06,30,307,
927,0,GPS,09,37,210,
928,0,GPS,12,00,000,
929,0,GLN,70,26,050,
930,0,GLN,86,56,188,
931,0,GLN,73,01,106,
932,0,GLN,79,10,008,
933,0,GLN,88,04,331,
934,0,GLN,87,48,314,
935,0,GLN,71,75,004,
936,0,GLN,72,43,247,
937,0,GPS,01,30,142,
938,0,GPS,03,58,074,
939,0,GPS,04,70,168,
940,0,GPS,06,30,307,
941,0,GPS,09,37,210,
942,0,GPS,12,00,000,
943,0,GLN,70,26,050,
944,0,GLN,86,56,188,
945,0,GLN,73,01,106,
946,0,GLN,79,10,008,
947,0,GLN,88,04,331,
948,0,GLN,87,48,314,
949,0,GLN,71,75,004,
950,0,GLN,72,43,247,
951,0,GPS,01,30,142,
952,0,GPS,03,58,074,
953,0,GPS,04,70,168,
954,0,GPS,06,30,307,
955,0,GPS,09,37,210,
956,0,GPS,12,00,000,
957,0,GLN,70,26,050,
958,0,GLN,86,56,188,
959,0,GLN,73,01,106,
960,0,GLN,79,10,008,
961,0,GLN,88,04,331,
962,0,GLN,87,48,314,
963,0,GLN,71,75,004,
964,0,GLN,72,43,247,
965,0,GPS,01,30,142,
966,0,GPS,03,58,074,
967,0,GPS,04,70,168,
968,0,GPS,06,30,307,
969,0,GPS,09,37,210,
970,0,GPS,11,00,000,
971,0,GPS,12,00,000,
972,0,GPS,17,33,236,
973,0,GPS,19,37,274,
974,0,GPS,21,10,143,
975,0,GPS,22,03,043,
976,0,GPS,25,00,000,
977,0,GPS,31,19,046,
978,0,GLN,70,26,050,
979,0,GLN,86,56,188,
980,0,GLN,73,02,106,
981,0,GLN,79,10,007,
982,0,GLN,88,04,331,
983,0,GLN,87,49,314,
984,0,GLN,71,75,007,
985,0,GLN,72,43,248,
986,0,GPS,01,30,142,
987,0,GPS,03,58,074,
988,0,GPS,04,70,168,
989,0,GPS,06,30,307,
990,0,GPS,09,37,210,
991,0,GPS,11,00,000,
992,0,GPS,12,00,000,
993,0,GPS,17,33,236,
994,0,GPS,19,37,274,
995,0,GPS,21,10,143,
996,0,GPS,22,03,043,
997,0,GPS,25,00,000,
998,0,GPS,31,19,046,
999,0,GLN,70,26,050,
1000,0,GLN,86,56,188,
1001,0,GLN,73,02,106,
1002,0,GLN,79,10,007,
1003,0,GLN,88,04,331,
1004,0,GLN,87,49,314,
1005,0,GLN,71,75,007,
1006,0,GLN,72,43,248,
1007,0,GPS,01,30,142,
1008,0,GPS,03,58,074,
1009,0,GPS,04,70,168,
1010,0,GPS,06,30,307,
1011,0,GPS,09,37,210,
1012,0,GPS,11,00,000,
1013,0,GPS,12,00,000,
1014,0,GPS,17,33,236,
1015,0,GPS,19,37,274,
1016,0,GPS,21,10,143,
1017,0,GPS,22,03,043,
1018,0,GPS,25,00,000,
1019,0,GPS,31,19,046,
1020,0,GLN,70,26,050,
1021,0,GLN,86,56,188,
1022,0,GLN,73,02,106,
1023,0,GLN,79,10,007,
1024,0,GLN,88,04,331,
1025,0,GLN,87,49,314,
1026,0,GLN,71,75,007,
1027,0,GLN,72,43,248,
1028,0,GPS,01,30,142,
1029,0,GPS,03,58,074,
1030,0,GPS,04,70,168,
1031,0,GPS,06,30,307,
1032,0,GPS,09,37,210,
1033,0,GPS,11,00,000,
1034,0,GPS,12,00,000,
1035,0,GPS,17,33,236,
1036,0,GPS,19,37,274,
1037,0,GPS,21,10,143,
1038,0,GPS,22,03,043,
1039,0,GPS,25,00,000,
1040,0,GPS,31,19,046,
1041,0,GLN,70,26,050,
1042,0,GLN,86,56,188,
1043,0,GLN,73,02,106,
1044,0,GLN,79,10,007,
1045,0,GLN,88,04,331,
1046,0,GLN,87,49,314,
1047,0,GLN,71,75,007,
1048,0,GLN,72,43,248,
1049,0,GPS,01,30,142,
1050,0,GPS,03,58,074,
1051,0,GPS,04,70,168,
1052,0,GPS,06,30,307,
1053,0,GPS,09,37,210,
1054,0,GPS,11,00,000,
1055,0,GPS,12,00,000,
1056,0,GPS,17,33,236,
1057,0,GPS,19,37,274,
1058,0,GPS,21,10,143,
1059,0,GPS,22,03,043,
1060,0,GPS,25,00,000,
1061,0,GPS,31,19,046,
1062,0,GLN,70,26,050,
1063,0,GLN,86,56,188,
1064,0,GLN,73,02,106,
1065,0,GLN,79,10,007,
1066,0,GLN,88,04,331,
1067,0,GLN,87,49,314,
1068,0,GLN,71,75,007,
1069,0,GLN,72,43,248,
1070,0,GPS,01,30,142,
1071,0,GPS,03,58,074,
1072,0,GPS,04,70,168,
1073,0,GPS,06,30,307,
1074,0,GPS,09,37,210,
1075,0,GPS,11,00,000,
1076,0,GPS,12,00,000,
1077,0,GPS,17,33,236,
1078,0,GPS,19,37,274,
1079,0,GPS,21,10,143,
1080,0,GPS,22,03,043,
1081,0,GPS,25,00,000,
1082,0,GPS,31,19,046,
1083,0,GLN,70,26,050,
1084,0,GLN,86,56,188,
1085,0,GLN,73,02,106,
1086,0,GLN,79,10,007,
1087,0,GLN,88,04,331,
1088,0,GLN,87,49,314,
1089,0,GLN,71,75,007,
1090,0,GLN,72,43,248,
1091,0,GPS,01,30,142,
1092,0,GPS,03,58,074,
1093,0,GPS,04,70,168,
1094,0,GPS,06,30,307,
1095,0,GPS,09,37,210,
1096,0,GPS,11,00,000,
1097,0,GPS,12,00,000,
1098,0,GPS,17,33,236,
1099,0,GPS,19,37,274,
1100,0,GPS,21,10,143,
1101,0,GPS,22,03,043,
1102,0,GPS,25,00,000,
1103,0,GPS,31,19,046,
1104,0,GLN,70,26,050,
1105,0,GLN,86,56,188,
1106,0,GLN,73,02,106,
1107,0,GLN,79,10,007,
1108,0,GLN,88,04,331,
1109,0,GLN,87,49,314,
1110,0,GLN,71,75,007,
1111,0,GLN,72,43,248,
1112,0,GPS,01,30,142,
1113,0,GPS,03,58,074,
1114,0,GPS,04,70,168,
1115,0,GPS,06,30,307,
1116,0,GPS,09,37,210,
1117,0,GPS,11,00,000,
1118,0,GPS,12,00,000,
1119,0,GPS,17,33,236,
1120,0,GPS,19,37,274,
1121,0,GPS,21,10,143,
1122,0,GPS,22,03,043,
1123,0,GPS,25,00,000,
1124,0,GPS,31,19,046,
1125,0,GLN,70,26,050,
1126,0,GLN,86,56,188,
1127,0,GLN,73,02,106,
1128,0,GLN,79,10,007,
1129,0,GLN,88,04,331,
1130,0,GLN,87,49,314,
1131,0,GLN,71,75,007,
1132,0,GLN,72,43,248,
1133,0,GPS,01,30,142,
1134,0,GPS,03,58,074,
1135,0,GPS,04,70,168,
1136,0,GPS,06,30,307,
1137,0,GPS,09,37,210,
1138,0,GPS,11,00,000,
1139,0,GPS,12,00,000,
1140,0,GPS,17,33,236,
1141,0,GPS,19,37,274,
1142,0,GPS,21,10,143,
1143,0,GPS,22,03,043,
1144,0,GPS,25,00,000,
1145,0,GPS,31,19,046,
1146,0,GLN,70,26,050,
1147,0,GLN,86,56,188,
1148,0,GLN,73,02,106,
1149,0,GLN,79,10,007,
1150,0,GLN,88,04,331,
1151,0,GLN,87,49,314,
1152,0,GLN,71,75,007,
1153,0,GLN,72,43,248,
1154,0,GPS,01,30,142,
1155,0,GPS,03,58,074,
1156,0,GPS,04,70,168,
1157,0,GPS,06,30,307,
1158,0,GPS,09,37,210,
1159,0,GPS,11,00,000,
1160,0,GPS,12,00,000,
1161,0,GPS,17,33,236,
1162,0,GPS,19,37,274,
1163,0,GPS,21,10,143,
1164,0,GPS,22,03,043,
1165,0,GPS,25,00,000,
1166,0,GPS,31,19,046,
1167,0,GLN,70,26,050,
1168,0,GLN,86,56,188,
1169,0,GLN,73,02,106,
1170,0,GLN,79,10,007,
1171,0,GLN,88,04,331,
1172,0,GLN,87,49,314,
1173,0,GLN,71,75,007,
1174,0,GLN,72,43,248,
1175,0,GPS,01,30,142,
1176,0,GPS,03,58,074,
1177,0,GPS,04,70,168,
1178,0,GPS,06,30,307,
1179,0,GPS,09,37,210,
1180,0,GPS,11,00,000,
1181,0,GPS,12,00,000,
1182,0,GPS,17,33,236,
1183,0,GPS,19,37,274,
1184,0,GPS,21,10,143,
1185,0,GPS,22,03,043,
1186,0,GPS,25,00,000,
1187,0,GPS,31,19,046,
1188,0,GLN,70,26,050,
1189,0,GLN,86,56,188,
1190,0,GLN,73,02,106,
1191,0,GLN,79,10,007,
1192,0,GLN,88,04,331,
1193,0,GLN,87,49,314,
1194,0,GLN,71,75,007,
1195,0,GLN,72,43,248,
1196,0,GPS,04,30,066,27
1197,0,GPS,06,48,219,43
1198,0,GPS,07,51,158,29
1199,0,GPS,09,68,060,25
1200,0,GPS,11,48,278,38
1201,0,GPS,16,12,056,28
1202,0,GPS,20,35,299,19
1203,0,GPS,26,06,029,19
1204,0,GPS,30,23,189,18
1205,0,GPS,02,00,000,
1206,0,GPS,03,00,000,
1207,0,GPS,05,00,000,
1208,0,GPS,29,04,338,
1209,0,GLN,74,42,090,24
1210,0,GLN,66,04,275,19
1211,0,GLN,73,25,035,26
1212,0,GLN,75,17,149,26
1213,0,GLN,88,40,264,34
1214,0,GLN,87,18,213,20
1215,0,GLN,81,24,327,29
1216,0,GLN,65,54,303,
1217,0,GLN,71,11,082,
1218,0,GLN,72,55,056,
1219,1,GPS,04,30,066,27
1220,1,GPS,06,48,219,43
1221,1,GPS,07,51,158,29
1222,1,GPS,09,68,060,25
1223,1,GPS,11,48,278,38
1224,1,GPS,16,12,056,28
1225,1,GPS,20,35,299,19
1226,1,GPS,26,06,029,19
1227,1,GPS,30,23,189,18
1228,1,GPS,02,00,000,
1229,1,GPS,03,00,000,
1230,1,GPS,05,00,000,
1231,1,GPS,29,04,338,
1232,1,GLN,74,42,090,24
1233,1,GLN,66,04,275,19
1234,1,GLN,73,25,035,26
1235,1,GLN,75,17,149,26
1236,1,GLN,88,40,264,34
1237,1,GLN,87,18,213,20
1238,1,GLN,81,24,327,29
1239,1,GLN,65,54,303,
1240,1,GLN,71,11,082,
1241,1,GLN,72,55,056,
1242,1,GPS,04,30,066,30
1243,1,GPS,06,48,219,43
1244,1,GPS,07,51,158,32
1245,1,GPS,09,68,060,24
1246,1,GPS,11,48,278,40
1247,1,GPS,16,12,056,26
1248,1,GPS,20,35,299,19
1249,1,GPS,26,06,029,20
1250,1,GPS,30,23,189,20
1251,1,GPS,02,00,000,
1252,1,GPS,03,00,000,
1253,1,GPS,05,00,000,
1254,1,GPS,29,04,338,
1255,1,GLN,74,42,090,21
1256,1,GLN,66,04,275,19
1257,1,GLN,73,25,035,19
1258,1,GLN,75,17,149,21
1259,1,GLN,88,40,264,32
1260,1,GLN,87,18,213,20
1261,1,GLN,81,24,327,28
1262,1,GLN,65,54,303,
1263,1,GLN,71,11,082,
1264,1,GLN,72,55,056,
1265,1,GPS,04,30,066,29
1266,1,GPS,06,48,219,43
1267,1,GPS,07,51,158,33
1268,1,GPS,09,68,060,25
1269,1,GPS,11,48,278,41
1270,1,GPS,16,12,056,27
1271,1,GPS,20,35,299,22
1272,1,GPS,26,06,029,20
1273,1,GPS,30,23,189,19
1274,1,GPS,02,00,000,
1275,1,GPS,03,00,000,
1276,1,GPS,05,00,000,
1277,1,GPS,29,04,338,
1278,1,GLN,74,42,090,22
1279,1,GLN,66,04,275,19
1280,1,GLN,73,25,035,19
1281,1,GLN,75,17,149,20
1282,1,GLN,65,54,303,30
1283,1,GLN,88,40,264,34
1284,1,GLN,87,18,213,20
1285,1,GLN,81,24,327,29
1286,1,GLN,71,11,082,
1287,1,GLN,72,55,056,
1288,2,GPS,04,30,066,29
1289,2,GPS,06,48,219,42
1290,2,GPS,07,51,158,31
1291,2,GPS,09,68,060,24
1292,2,GPS,11,48,278,39
1293,2,GPS,16,12,056,27
1294,2,GPS,20,35,299,21
1295,2,GPS,26,06,029,19
1296,2,GPS,30,23,189,19
1297,2,GPS,02,00,000,
1298,2,GPS,03,00,000,
1299,2,GPS,05,00,000,
1300,2,GPS,29,04,338,
1301,2,GLN,74,42,090,18
1302,2,GLN,66,04,275,18
1303,2,GLN,73,25,035,24
1304,2,GLN,75,17,149,25
1305,2,GLN,65,54,303,29
1306,2,GLN,88,40,264,32
1307,2,GLN,87,18,213,20
1308,2,GLN,81,24,327,27
1309,2,GLN,71,11,082,
1310,2,GLN,72,55,056,
1311,3,GPS,04,30,066,28
1312,3,GPS,06,48,219,43
1313,3,GPS,07,51,158,31
1314,3,GPS,09,68,060,24
1315,3,GPS,11,48,278,39
1316,3,GPS,16,12,056,28
1317,3,GPS,20,35,299,21
1318,3,GPS,26,06,029,20
1319,3,GPS,30,23,189,19
1320,3,GPS,02,00,000,
1321,3,GPS,03,00,000,
1322,3,GPS,05,00,000,
1323,3,GPS,29,04,338,
1324,3,GLN,74,42,090,21
1325,3,GLN,66,04,275,18
1326,3,GLN,73,25,035,25
1327,3,GLN,75,17,149,24
1328,3,GLN,65,54,303,29
1329,3,GLN,88,40,264,36
1330,3,GLN,87,18,213,20
1331,3,GLN,81,24,327,29
1332,3,GLN,71,11,082,
1333,3,GLN,72,55,056,
1334,4,GPS,04,30,066,28
1335,4,GPS,06,48,219,44
1336,4,GPS,07,51,158,32
1337,4,GPS,09,68,060,23
1338,4,GPS,11,48,278,40
1339,4,GPS,16,12,056,26
1340,4,GPS,20,35,299,23
1341,4,GPS,26,06,029,20
1342,4,GPS,30,23,189,19
1343,4,GPS,02,00,000,
1344,4,GPS,03,00,000,
1345,4,GPS,05,00,000,
1346,4,GPS,29,04,338,
1347,4,GLN,74,42,090,23
1348,4,GLN,66,04,275,18
1349,4,GLN,73,25,035,21
1350,4,GLN,75,17,149,19
1351,4,GLN,65,54,303,29
1352,4,GLN,88,40,264,38
1353,4,GLN,87,18,213,20
1354,4,GLN,81,24,327,29
1355,4,GLN,71,11,082,
1356,4,GLN,72,55,056,
1357,5,GPS,04,30,066,27
1358,5,GPS,06,48,219,42
1359,5,GPS,07,51,158,31
1360,5,GPS,09,68,060,25
1361,5,GPS,11,48,278,39
1362,5,GPS,16,12,056,27
1363,5,GPS,20,35,299,21
1364,5,GPS,26,06,029,18
1365,5,GPS,30,23,189,19
1366,5,GPS,02,00,000,
1367,5,GPS,03,00,000,
1368,5,GPS,05,00,000,
1369,5,GPS,29,04,338,
1370,5,GLN,74,42,090,20
1371,5,GLN,66,04,275,18
1372,5,GLN,73,25,035,20
1373,5,GLN,75,17,149,20
1374,5,GLN,65,54,303,27
1375,5,GLN,88,40,264,34
1376,5,GLN,87,18,213,20
1377,5,GLN,81,24,327,27
1378,5,GLN,71,11,082,
1379,5,GLN,72,55,056,
1380,6,GPS,04,30,066,27
1381,6,GPS,06,48,219,42
1382,6,GPS,07,51,158,31
1383,6,GPS,09,68,060,25
1384,6,GPS,11,48,278,38
1385,6,GPS,16,12,056,28
1386,6,GPS,20,35,299,20
1387,6,GPS,26,06,029,18
1388,6,GPS,30,23,189,19
1389,6,GPS,02,00,000,
1390,6,GPS,03,00,000,
1391,6,GPS,05,00,000,
1392,6,GPS,29,04,338,
1393,6,GLN,74,42,090,20
1394,6,GLN,66,04,275,18
1395,6,GLN,73,25,035,26
1396,6,GLN,75,17,149,23
1397,6,GLN,65,54,303,29
1398,6,GLN,88,40,264,35
1399,6,GLN,87,18,213,20
1400,6,GLN,81,24,327,26
1401,6,GLN,71,11,082,
1402,6,GLN,72,55,056,
1403,7,GPS,04,30,066,30
1404,7,GPS,06,48,219,41
1405,7,GPS,07,51,158,31
1406,7,GPS,09,68,060,25
1407,7,GPS,11,48,278,37
1408,7,GPS,16,12,056,28
1409,7,GPS,20,35,299,22
1410,7,GPS,26,06,029,18
1411,7,GPS,30,23,189,24
1412,7,GPS,02,00,000,
1413,7,GPS,03,00,000,
1414,7,GPS,05,00,000,
1415,7,GPS,29,04,338,
1416,7,GLN,74,42,090,17
1417,7,GLN,66,04,275,19
1418,7,GLN,73,25,035,29
1419,7,GLN,75,17,149,26
1420,7,GLN,65,54,303,29
1421,7,GLN,88,40,264,35
1422,7,GLN,87,18,213,20
1423,7,GLN,81,24,327,25
1424,7,GLN,71,11,082,
1425,7,GLN,72,55,056,
1426,8,GPS,04,30,066,28
1427,8,GPS,06,48,219,40
1428,8,GPS,07,51,158,32
1429,8,GPS,09,68,060,23
1430,8,GPS,11,48,278,38
1431,8,GPS,16,12,056,29
1432,8,GPS,20,35,299,22
1433,8,GPS,26,06,029,15
1434,8,GPS,30,23,189,18
1435,8,GPS,02,00,000,
1436,8,GPS,03,00,000,
1437,8,GPS,05,00,000,
1438,8,GPS,29,04,338,
1439,8,GLN,74,42,090,20
1440,8,GLN,66,04,275,19
1441,8,GLN,73,25,035,31
1442,8,GLN,75,17,149,27
1443,8,GLN,65,54,303,32
1444,8,GLN,88,40,264,32
1445,8,GLN,87,18,213,20
1446,8,GLN,81,24,327,24
1447,8,GLN,71,11,082,
1448,8,GLN,72,55,056,
1449,9,GPS,04,30,066,31
1450,9,GPS,06,48,219,41
1451,9,GPS,07,51,158,30
1452,9,GPS,09,68,060,26
1453,9,GPS,11,48,278,37
1454,9,GPS,16,12,056,26
1455,9,GPS,20,35,299,24
1456,9,GPS,26,06,029,19
1457,9,GPS,30,23,189,26
1458,9,GPS,02,00,000,
1459,9,GPS,03,00,000,
1460,9,GPS,05,00,000,
1461,9,GPS,29,04,338,
1462,9,GLN,74,42,090,27
1463,9,GLN,66,04,275,19
1464,9,GLN,73,25,035,31
1465,9,GLN,75,17,149,27
1466,9,GLN,65,54,303,32
1467,9,GLN,88,40,264,29
1468,9,GLN,87,18,213,20
1469,9,GLN,81,24,327,27
1470,9,GLN,71,11,082,
1471,9,GLN,72,55,056,
1472,10,GPS,04,30,066,37
1473,10,GPS,06,48,219,34
1474,10,GPS,07,51,158,27
1475,10,GPS,09,68,060,26
1476,10,GPS,11,48,278,41
1477,10,GPS,16,12,056,26
1478,10,GPS,20,35,299,26
1479,10,GPS,26,06,029,22
1480,10,GPS,30,23,189,20
1481,10,GPS,02,00,000,
1482,10,GPS,03,00,000,
1483,10,GPS,05,00,000,
1484,10,GPS,29,04,338,
1485,10,GLN,74,42,090,27
1486,10,GLN,66,04,275,19
1487,10,GLN,73,25,035,23
1488,10,GLN,75,17,149,26
1489,10,GLN,65,54,303,31
1490,10,GLN,88,40,264,26
1491,10,GLN,87,18,213,20
1492,10,GLN,81,24,327,27
1493,10,GLN,71,11,082,
1494,10,GLN,72,55,056,
1495,11,GPS,04,30,066,38
1496,11,GPS,06,48,219,35
1497,11,GPS,07,51,158,28
1498,11,GPS,09,68,060,30
1499,11,GPS,11,48,278,43
1500,11,GPS,16,12,056,29
1501,11,GPS,20,35,299,25
1502,11,GPS,26,06,029,24
1503,11,GPS,30,23,189,23
1504,11,GPS,02,00,000,
1505,11,GPS,03,00,000,
1506,11,GPS,05,00,000,
1507,11,GPS,29,04,338,
1508,11,GLN,74,42,090,25
1509,11,GLN,66,04,275,19
1510,11,GLN,73,25,035,26
1511,11,GLN,75,17,149,23
1512,11,GLN,65,54,303,33
1513,11,GLN,88,40,264,29
1514,11,GLN,87,18,213,20
1515,11,GLN,81,24,327,28
1516,11,GLN,71,11,082,
1517,11,GLN,72,55,056,
1518,12,GPS,04,30,066,37
1519,12,GPS,06,48,219,35
1520,12,GPS,07,51,158,27
1521,12,GPS,09,68,060,31
1522,12,GPS,11,48,278,43
1523,12,GPS,16,12,056,30
1524,12,GPS,20,35,299,25
1525,12,GPS,26,06,029,24
1526,12,GPS,30,23,189,24
1527,12,GPS,02,00,000,
1528,12,GPS,03,00,000,
1529,12,GPS,05,00,000,
1530,12,GPS,29,04,338,
1531,12,GLN,74,42,090,25
1532,12,GLN,66,04,275,19
1533,12,GLN,73,25,035,21
1534,12,GLN,75,17,149,23
1535,12,GLN,65,54,303,32
1536,12,GLN,88,40,264,29
1537,12,GLN,87,18,213,20
1538,12,GLN,81,24,327,29
1539,12,GLN,71,11,082,
1540,12,GLN,72,55,056,
1541,13,GPS,04,30,066,39
1542,13,GPS,06,48,219,35
1543,13,GPS,07,51,158,25
1544,13,GPS,09,68,060,30
1545,13,GPS,11,48,278,43
1546,13,GPS,16,12,056,29
1547,13,GPS,20,35,299,25
1548,13,GPS,26,06,029,23
1549,13,GPS,30,23,189,26
1550,13,GPS,02,00,000,
1551,13,GPS,03,00,000,
1552,13,GPS,05,00,000,
1553,13,GPS,29,04,338,
1554,13,GLN,74,42,090,27
1555,13,GLN,66,04,275,14
1556,13,GLN,73,25,035,23
1557,13,GLN,75,17,149,25
1558,13,GLN,65,54,303,32
1559,13,GLN,88,40,264,31
1560,13,GLN,87,18,213,20
1561,13,GLN,81,24,327,28
1562,13,GLN,71,11,082,
1563,13,GLN,72,55,056,
1564,14,GPS,04,30,066,39
1565,14,GPS,06,48,219,35
1566,14,GPS,07,51,158,26
1567,14,GPS,09,68,060,30
1568,14,GPS,11,48,278,43
1569,14,GPS,16,12,056,29
1570,14,GPS,20,35,299,23
1571,14,GPS,26,06,029,24
1572,14,GPS,30,23,189,26
1573,14,GPS,02,00,000,
1574,14,GPS,03,00,000,
1575,14,GPS,05,00,000,
1576,14,GPS,29,04,338,
1577,14,GLN,74,42,090,28
1578,14,GLN,66,04,275,14
1579,14,GLN,73,25,035,21
1580,14,GLN,75,17,149,25
1581,14,GLN,65,54,303,32
1582,14,GLN,88,40,264,31
1583,14,GLN,87,18,213,20
1584,14,GLN,81,24,327,29
1585,14,GLN,71,11,082,
1586,14,GLN,72,55,056,
1587,15,GPS,04,30,066,38
1588,15,GPS,06,48,219,34
1589,15,GPS,07,51,158,32
1590,15,GPS,09,68,060,30
1591,15,GPS,11,48,278,43
1592,15,GPS,16,12,056,28
1593,15,GPS,20,35,299,23
1594,15,GPS,26,06,029,24
1595,15,GPS,30,23,189,21
1596,15,GPS,02,00,000,
1597,15,GPS,03,00,000,
1598,15,GPS,05,00,000,
1599,15,GPS,29,04,338,
1600,15,GLN,74,42,090,25
1601,15,GLN,66,04,275,14
1602,15,GLN,73,25,035,25
1603,15,GLN,75,17,149,21
1604,15,GLN,65,54,303,30
1605,15,GLN,88,40,264,29
1606,15,GLN,87,18,213,20
1607,15,GLN,81,24,327,30
1608,15,GLN,71,11,082,
1609,15,GLN,72,55,056,
1610,16,GPS,04,30,066,35
1611,16,GPS,06,48,219,36
1612,16,GPS,07,51,158,31
1613,16,GPS,09,68,060,24
1614,16,GPS,11,48,278,42
1615,16,GPS,16,12,056,26
1616,16,GPS,20,35,299,26
1617,16,GPS,26,06,029,23
1618,16,GPS,30,23,189,25
1619,16,GPS,02,00,000,
1620,16,GPS,03,00,000,
1621,16,GPS,05,00,000,
1622,16,GPS,29,04,338,
1623,16,GLN,74,42,090,23
1624,16,GLN,66,04,275,14
1625,16,GLN,73,25,035,29
1626,16,GLN,75,17,149,26
1627,16,GLN,65,54,303,33
1628,16,GLN,88,40,264,28
1629,16,GLN,87,18,213,20
1630,16,GLN,81,24,327,24
1631,16,GLN,71,11,082,
1632,16,GLN,72,55,056,
1633,17,GPS,04,30,066,27
1634,17,GPS,06,48,219,38
1635,17,GPS,07,51,158,27
1636,17,GPS,09,68,060,25
1637,17,GPS,11,48,278,39
1638,17,GPS,16,12,056,27
1639,17,GPS,20,35,299,26
1640,17,GPS,26,06,029,24
1641,17,GPS,30,23,189,24
1642,17,GPS,02,00,000,
1643,17,GPS,03,00,000,
1644,17,GPS,05,00,000,
1645,17,GPS,29,04,338,
1646,17,GLN,74,42,090,22
1647,17,GLN,66,04,275,14
1648,17,GLN,73,25,035,29
1649,17,GLN,75,17,149,27
1650,17,GLN,65,54,303,34
1651,17,GLN,88,40,264,31
1652,17,GLN,87,18,213,20
1653,17,GLN,81,24,327,25
1654,17,GLN,71,11,082,
1655,17,GLN,72,55,056,
1656,18,GPS,04,30,066,30
1657,18,GPS,06,48,219,39
1658,18,GPS,07,51,158,28
1659,18,GPS,09,68,060,24
1660,18,GPS,11,48,278,38
1661,18,GPS,16,12,056,28
1662,18,GPS,20,35,299,23
1663,18,GPS,26,06,029,24
1664,18,GPS,30,23,189,25
1665,18,GPS,02,00,000,
1666,18,GPS,03,00,000,
1667,18,GPS,05,00,000,
1668,18,GPS,29,04,338,
1669,18,GLN,74,42,090,24
1670,18,GLN,66,04,275,19
1671,18,GLN,73,25,035,31
1672,18,GLN,75,17,149,28
1673,18,GLN,65,54,303,32
1674,18,GLN,88,40,264,33
1675,18,GLN,87,18,213,20
1676,18,GLN,81,24,327,24
1677,18,GLN,71,11,082,
1678,18,GLN,72,55,056,
1679,19,GPS,04,30,066,28
1680,19,GPS,06,48,219,35
1681,19,GPS,07,51,158,25
1682,19,GPS,09,68,060,22
1683,19,GPS,11,48,278,34
1684,19,GPS,16,12,056,24
1685,19,GPS,20,35,299,20
1686,19,GPS,26,06,029,19
1687,19,GPS,30,23,189,19
1688,19,GPS,02,00,000,
1689,19,GPS,03,00,000,
1690,19,GPS,05,00,000,
1691,19,GPS,29,04,338,
1692,19,GLN,74,42,090,22
1693,19,GLN,66,04,275,19
1694,19,GLN,73,25,035,25
1695,19,GLN,75,17,149,26
1696,19,GLN,65,54,303,25
1697,19,GLN,88,40,264,29
1698,19,GLN,87,18,213,20
1699,19,GLN,81,24,327,28
1700,19,GLN,71,11,082,
1701,19,GLN,72,55,056,
1702,20,GPS,04,30,066,32
1703,20,GPS,06,48,219,38
1704,20,GPS,07,51,158,27
1705,20,GPS,09,68,060,26
1706,20,GPS,11,48,278,41
1707,20,GPS,16,12,056,26
1708,20,GPS,20,35,299,25
1709,20,GPS,26,06,029,33
1710,20,GPS,30,23,189,28
1711,20,GPS,02,00,000,
1712,20,GPS,03,00,000,
1713,20,GPS,05,00,000,
1714,20,GPS,29,04,338,
1715,20,GLN,74,42,090,24
1716,20,GLN,66,04,275,19
1717,20,GLN,73,25,035,29
1718,20,GLN,75,17,149,29
1719,20,GLN,65,54,303,34
1720,20,GLN,88,40,264,36
1721,20,GLN,87,18,213,20
1722,20,GLN,81,24,327,26
1723,20,GLN,71,11,082,
1724,20,GLN,72,55,056,
1725,21,GPS,04,30,066,29
1726,21,GPS,06,48,219,34
1727,21,GPS,07,51,158,26
1728,21,GPS,09,68,060,26
1729,21,GPS,11,48,278,38
1730,21,GPS,16,12,056,25
1731,21,GPS,20,35,299,24
1732,21,GPS,26,06,029,31
1733,21,GPS,30,23,189,23
1734,21,GPS,02,00,000,
1735,21,GPS,03,00,000,
1736,21,GPS,05,00,000,
1737,21,GPS,29,04,338,
1738,21,GLN,74,42,090,24
1739,21,GLN,66,04,275,15
1740,21,GLN,73,25,035,28
1741,21,GLN,75,17,149,24
1742,21,GLN,65,54,303,34
1743,21,GLN,88,40,264,32
1744,21,GLN,87,18,213,20
1745,21,GLN,81,24,327,24
1746,21,GLN,71,11,082,
1747,21,GLN,72,55,056,
1748,22,GPS,04,30,066,28
1749,22,GPS,06,48,219,34
1750,22,GPS,07,51,158,24
1751,22,GPS,09,68,060,28
1752,22,GPS,11,48,278,37
1753,22,GPS,16,12,056,27
1754,22,GPS,20,35,299,24
1755,22,GPS,26,06,029,31
1756,22,GPS,29,04,338,19
1757,22,GPS,30,23,189,26
1758,22,GPS,02,00,000,
1759,22,GPS,03,00,000,
1760,22,GPS,05,00,000,
1761,22,GLN,74,42,090,22
1762,22,GLN,66,04,275,17
1763,22,GLN,73,25,035,29
1764,22,GLN,75,17,149,22
1765,22,GLN,65,54,303,33
1766,22,GLN,88,40,264,31
1767,22,GLN,87,18,213,20
1768,22,GLN,81,24,327,24
1769,22,GLN,71,11,082,
1770,22,GLN,72,55,056,
1771,23,GPS,04,30,066,32
1772,23,GPS,06,48,219,39
1773,23,GPS,07,51,158,30
1774,23,GPS,09,68,060,31
1775,23,GPS,11,48,278,46
1776,23,GPS,16,12,056,32
